date,GES Temp Measures,EMM Temp Measures
1990-07-01,21.940719080355525,22.761119631143664
1990-08-01,21.23559051300242,22.308983526335894
1990-09-01,19.83449089215794,20.766876454580817
1990-10-01,16.665991095999843,18.740337841960272
1990-11-01,10.283203934374999,12.757608312271735
1990-12-01,4.2758748410810306,7.267384182463092
1991-01-01,7.673312483782345,9.188962627896117
1991-02-01,11.720933610666393,12.636500427055369
1991-03-01,9.81617072742684,11.272018253617633
1991-04-01,13.31434102260717,14.057499613594077
1991-05-01,15.823499820720812,16.51195275397912
1991-06-01,18.60738403468631,19.701766936807438
1991-07-01,22.004821677387625,21.71151795926848
1991-08-01,22.16730492718965,20.653842428378876
1991-09-01,21.546945984301193,21.033313802056824
1991-10-01,18.515808896069025,19.27321253691229
1991-11-01,11.968186484933064,13.322778443281448
1991-12-01,6.86677036332587,8.615718637871979
1992-01-01,6.015802474809466,7.105907002174602
1992-02-01,11.473680736399718,12.143995027175476
1992-03-01,12.856465329520741,13.573068072728608
1992-04-01,15.915074959338096,16.44736188186372
1992-05-01,19.605553045614727,20.096746156383585
1992-06-01,19.94438105849869,20.129041592441286
1992-07-01,21.77203542873816,21.824551985470425
1992-08-01,21.37778752007062,22.874153657345605
1992-09-01,20.155003877318446,20.686137864436574
1992-10-01,17.407749718799863,18.595008379700634
1992-11-01,11.528625819570092,13.347000020324721
1992-12-01,7.984667955081118,8.203951828136331
1993-01-01,8.18613326003915,8.841786690275864
1993-02-01,10.127526198725612,10.83602986683871
1993-03-01,14.056099645407187,14.218976793882565
1993-04-01,15.521301863283764,15.066731990397136
1993-05-01,18.094563258429506,17.714957747128366
1993-06-01,20.695297195160432,21.824551985470425
1993-07-01,21.50115841499255,23.108295568763918
1993-08-01,21.464528359545636,22.369463429489215
1993-09-01,19.752073267402384,20.565029979220206
1993-10-01,17.590899996034434,17.989468953618797
1993-11-01,11.27221543144169,12.31354606647839
1993-12-01,6.684300986715655,8.357355149410395
1994-01-01,7.535949775856416,8.922525280420109
1994-02-01,10.577115430623888,9.66532030974716
1994-03-01,12.393317099047263,13.678028239916125
1994-04-01,14.971851031580051,15.607680544363575
1994-05-01,17.700790162375178,17.287043219363866
1994-06-01,20.31983912682956,20.540808402176932
1994-07-01,21.601891067471566,21.558114637994418
1994-08-01,21.665993664503667,21.840699703499272
1994-09-01,20.13668884959499,20.25014947765765
1994-10-01,15.97002004250847,16.689577652296457
1994-11-01,8.808844202636692,10.311229030901119
1994-12-01,7.151334193663814,7.129589769029312
1995-01-01,10.429724156162656,8.665583579448157
1995-02-01,11.217270348271317,11.788745230540798
1995-03-01,11.528625819570092,12.281250630420692
1995-04-01,13.97368202065163,14.307789243041235
1995-05-01,16.519470874212185,16.067890508185773
1995-06-01,19.376615199071512,19.37817270409981
1995-07-01,21.64767863678021,21.622705510109814
1995-08-01,22.004821677387625,21.937586011672366
1995-09-01,20.92501671974642,20.274371054700925
1995-10-01,17.050606678192445,17.989468953618797
1995-11-01,13.763059201831872,14.953697964195193
1995-12-01,9.651335477915726,11.28816597164648
1996-01-01,8.524961272923107,10.012496247367414
1996-02-01,11.565255875017005,11.885631538713893
1996-03-01,12.874780357244198,13.347000020324721
1996-04-01,14.742913185036834,15.67227141647897
1996-05-01,17.755735245545548,18.04598596671977
1996-06-01,21.244748026864148,20.831467326696213
1996-07-01,23.387606270508645,23.011409260590824
1996-08-01,23.03046322990123,22.607716309869602
1996-09-01,18.92789701984681,19.65268391059024
1996-10-01,15.54877440486895,16.94794114075804
1996-11-01,11.537783333431822,13.024045659747744
1996-12-01,9.770383158118197,10.44041077513191
1997-01-01,8.836316744221879,9.568434001574067
1997-02-01,11.740074981947377,11.716080499410978
1997-03-01,13.808846771140516,14.146312062752745
1997-04-01,15.512144349422037,16.24551540650311
1997-05-01,20.20079144662709,20.38740508090287
1997-06-01,20.71361222288389,20.71843330049427
1997-07-01,22.5084849397827,22.074841614917585
1997-08-01,22.435684449494197,21.533893060951144
1997-09-01,21.803356372429597,21.47737604785017
1997-10-01,15.97002004250847,16.980236576815738
1997-11-01,12.755732677041724,13.686102098930549
1997-12-01,7.416902095653944,8.639940214915253
1998-01-01,9.339980006616951,9.770280476934678
1998-02-01,9.935218407629314,10.54537094231943
1998-03-01,12.270384442370109,13.048267236791016
1998-04-01,14.010312076098543,13.61343736780073
1998-05-01,14.330825061259045,14.622669744603789
1998-06-01,18.753904256473966,18.808834091211736
1998-07-01,22.62753261998517,21.561102820493684
1998-08-01,23.14035339624197,22.69652875902827
1998-09-01,21.034125208044394,20.64576856936445
1998-10-01,15.274048989017093,16.310106278618505
1998-11-01,10.924229904696002,12.127847309146626
1998-12-01,6.1348501550119385,7.945588339674748
1999-01-01,7.471847178824316,8.559201624771008
1999-02-01,9.413240117510782,10.537297083305004
1999-03-01,10.722764599737975,11.554603319122489
1999-04-01,13.671484063214589,14.889107092079797
1999-05-01,16.71594952337086,16.87527640962822
1999-06-01,19.218887408290357,19.604240756503692
1999-07-01,21.180645429832047,20.653842428378876
1999-08-01,20.741084764469075,21.14634782825877
1999-09-01,20.56709200109623,20.508512966119234
1999-10-01,17.316174580182576,18.20746314700826
1999-11-01,12.325329525540479,13.700232607146503
1999-12-01,8.012140496666303,9.947905375252018
2000-01-01,8.402999260082797,10.181974386905122
2000-02-01,10.899554190033133,12.178504545775995
2000-03-01,12.658569815528839,14.06017244140433
2000-04-01,14.943652474551044,16.17926476693939
2000-05-01,17.94121744762845,18.399190381283216
2000-06-01,20.379110511202732,21.362645146501773
2000-07-01,22.285071130542875,22.910391240233935
2000-08-01,21.887469519144013,22.860558549455355
2000-09-01,21.00541495559861,21.611058497955273
2000-10-01,17.002151215989162,18.417946997241756
2000-11-01,12.082291042857896,13.811430699689645
2000-12-01,8.019921230971956,9.964037534879598
